,time (mimcroseconds),,,
n,iterative double,recusive double,iterative int,recursive int
68965,2276.2,2249.2,2815.1,11851.9
68966,2257.2,2267.9,2827.9,12326.7
68967,2244.4,2257.3,3045,12063.6
68968,4113,4054,3781,12400.7
68969,2423,2239.4,2854.8,12436.8
68970,2253.8,2243.5,2841,12975.4
68971,2286.3,2257.7,2841.7,12116.2
68972,2608.9,2254,2871.8,12813.4
68973,2451.5,2732.1,3480.7,12469.3
68974,2253.1,2246.1,3383.4,11439.3
68975,2182.4,2187.9,2782.6,12395.2
68976,2196,2222.1,2750.2,11496.8
68977,2177.3,2480.1,2785.2,12059.9
68978,2191.7,2189.4,2745.5,11566.2
68979,2185.9,2173.4,4220.8,13857.6
68980,3324.1,2787.7,3245.5,12505.2
68981,2183.6,2319,2762.8,11291.9
68982,2303.9,2173.1,2755.4,12188.8
68983,3974.8,3849.8,4817.3,11796
68984,2171.1,2167.2,2829.9,11934.6
68985,4169.1,4332.5,3467,13453.6
68986,2125.3,2115.1,2661.1,11722.9
68987,2120.5,2128.4,2654.3,11810.4
68988,2118.4,2131.7,2709.5,11978.7
68989,2118.8,2117.3,2833.4,12166.9
68990,2123.3,2530.2,2677.2,12111.5
68991,2128,2147.8,2676.9,12422.9
68992,2170.2,2131.4,2665.4,13916.1
68993,2217.8,2309,2686,11939.7
68994,2207.1,2374,2793.8,11674.7
68995,2127.3,2155.3,2794.9,11405.9
68996,2217.8,2319.9,2691.3,11082.6
68997,2252.3,3159.2,3352.9,13300.7
68998,2459.4,2121,2678.3,11582
68999,2115.9,2116.2,2668.8,11435
69000,2132.1,2121.8,2676.7,11842.6
69001,2117.4,2117.5,2791.8,11511.4
69002,2118.3,2652,2934.4,11078.9
69003,2124.3,2204.1,2842.9,14238.5
69004,3662.3,2687.8,2659.7,12018.9
69005,2115.1,2113.1,2673.2,12252.5
69006,2135.8,2111.9,2676,11727
69007,2116.2,2169.9,2801,11549.1
69008,2126.6,2703.9,3619.5,11071.4
69009,2154.6,2236.9,2734.9,11742.7
69010,3128.5,2659.1,2692.6,11762
69011,2586,2881,3209.8,13337.1
69012,3747.7,3737.6,4826.1,11885.3
69013,2242.8,2126.2,2697.2,11874.1
69014,2131,2111.5,2704.3,11304.6
69015,2119.9,2118.5,3373.8,12098.3
69016,2125.2,2183.5,3007.1,12067
69017,2123.3,2287.9,2670.4,11671.1
69018,2114.9,2192.1,2792.6,11112.3
69019,2158.9,2251.5,2725.6,11375
69020,2636.8,2122,2652.3,12039.1
69021,3053.4,2127.4,2678.2,15244.1
69022,2127,2693.7,2764,12472.5
69023,2150.6,2190.2,2894.9,10947.1
69024,2125.2,2429.2,3274.2,11675.2
69025,2198,2163.7,2669.8,11480.4
69026,2260,2130.1,2666.4,12246.2
69027,3628.6,2101.8,3268.4,12097
69028,2977.9,2112.5,2780.7,11167.2
69029,2121.7,2116.3,3033.3,11651.8
69030,2128.1,4378.5,3211.2,11337.6
69031,2406,2118.5,2659.6,12989.8
69032,2901.9,2108.2,2658.3,11438.8
69033,2831.4,2123.2,2759.5,12378.3
69034,2128.9,2113.7,2794.4,13106
69035,2137.2,2164,2694.1,14412.4
69036,2170.7,2318.9,2992.8,11964.6
69037,2129,2215.4,2670.6,11340.5
69038,2144.5,2116.7,2702.8,11405.5
69039,2831.6,2635.5,3141.7,12694
69040,2188.6,2634.2,2910.1,11300.9
69041,2284.4,2220.5,2652.4,13537.7
69042,3806.4,3727.3,4665.5,12872.1
69043,2132.5,2107.5,2827.8,11458.5
69044,2616.4,4187.1,3261.4,13542.7
69045,2132.7,2162,3900.5,12989.4
69046,2112.6,2111.6,2688.4,12209
69047,2125.2,2145.8,3034.3,11330.5
69048,2126.2,2331.7,2762.1,11096.5
69049,2234.1,2150.4,2665.9,11674.3
69050,2241.1,2116.8,2659.2,14847.6
69051,2424,2119.7,3127.3,12973.2
69052,2119.2,2110.2,2678.6,14981.9
69053,2120.8,2206.6,2699.7,11394.8
69054,2120.8,2133.3,2718.3,11618
69055,2277.8,2191.8,2735.9,11736.7
69056,2061.4,2069.1,2973.4,12546.4
69057,3588.1,3692.5,2902.6,12007.5
69058,2122.1,2507.5,2977.4,11098.1
69059,2197.5,2138.6,2703.8,11715.1
69060,2119.5,2188.1,2904.7,11706.2
69061,2181.3,2124.7,2683.5,12205.4
69062,2058.8,2195.3,2613.9,12226.9
69063,2062.4,2060.2,2940.5,13280
69064,2167.8,2134,2867.3,11465.9
69065,2128.9,2904.9,3668.8,11775.7
69066,2187,2272.8,2778.8,12268.5
69067,2539.9,2118.8,2871.8,15037.9
69068,2120.8,2159,2596,11508.8
69069,2060.5,2058.6,3207.7,11850.1
69070,2095.6,2198.7,3247,10928.6
69071,2519.4,2341.2,2592.8,11626.2
69072,2278.8,2243.6,2909.8,14482.8
69073,2998.5,2151.8,2645.9,11806
69074,2158,2207.7,2991,12173.4
69075,2515.2,3023.8,3073.1,13160.6
69076,3193,2063.9,2607.4,12132.1
69077,2064.5,2068.2,2585.4,11600.8
69078,2055.1,2065,2669.1,11520.7
69079,2181.4,2196.8,2801.9,11562.6
69080,2059.4,2058.2,2739,13976.7
69081,2672.9,3545.7,3206.1,14359.2
69082,3580.5,2173.6,2753.1,11654.6
69083,2056.4,2049.6,2614.8,11118.3
69084,2057.9,2049.3,2672.8,11787.6
69085,2228.5,2216.4,2742.4,10995.5
69086,2058.7,2331,2878.4,16404.3
69087,2771.7,2377.6,3329.6,11654.3
69088,2152,2116.3,2670.1,11667.6
69089,2129.5,2159.8,2759.4,12153.9
69090,2169.9,2338.6,2891.4,11727
69091,2283,2359.7,2864,10940.4
69092,2363.2,2170.9,2777.7,17204
69093,3923.8,2398.8,2700.8,11968.5
69094,2067.7,2058.1,2760.9,11574.3
69095,2068.1,2409.8,5327.1,12127.4
69096,2690.2,3053.9,2870.9,11994.6
69097,2073.6,2071.4,2618.1,11688.5
69098,2063.1,2065.5,2597.3,14161.3
69099,2069.3,2062.1,2805,11422
69100,2081.9,3124.4,3797.7,10951.4
69101,2458.2,2063.7,2615.2,11938
69102,2123.2,2071.7,2641.6,11415.7
69103,2092.2,2073.8,2633.9,12071
69104,2058.5,2453.4,3207.5,12934.8
69105,2064.1,2058.1,2724.6,11378.3
69106,2098.8,2088.5,2939.2,12787.8
69107,2168.1,2833.1,2695.3,12161.7
69108,2464.1,2250.1,2785.7,11967.4
69109,2076.1,2059.8,2592.4,11029.1
69110,2326,3479.6,3165.8,13213.9
69111,2696,2075.6,2832.3,12155.9
69112,2057.9,2325.4,2627.5,12032.2
69113,4265.9,3671.5,4583.8,12226.4
69114,2205,2166,2763.8,12691.6
69115,2204.6,2551.5,2917.3,11366.3
69116,2211.8,3069.3,2793.1,12346.5
69117,2677.1,2068.3,3852.8,12796
69118,2184,2194,2785.5,11942.8
69119,2125.1,2129.2,2665,13700.4
69120,2137.2,2477,2883.8,11357
69121,2145.8,2447.1,2634.8,12108.8
69122,2464.6,2847.4,2603.4,13341.4
69123,2525.7,2206.3,2774.8,11655.4
69124,2289.3,2069.2,2588.3,11178.2
69125,2093.7,2072.4,2595.6,12052.5
69126,2131,2181.2,2795.9,11379.3
69127,2066.2,2196.3,2934.5,11875.9
69128,3777.3,2902.5,2708.8,13608.5
69129,2070.5,2056.1,2592.3,11233.6
69130,2056.3,2061.9,2592.8,11940.7
69131,2062.7,2075.7,2594.6,11847.1
69132,2087.4,2090.1,2774.9,11102.3
69133,2157.7,2153.2,2922,10904.2
69134,2039.3,4034.8,4289.3,14118.8
69135,2781.4,2910,2609,11785.9
69136,2065,2059.9,2595.2,11199.5
69137,2062.4,2059.9,2587,12174.8
69138,2183.7,2260.3,3011.4,10927
69139,2063.7,2754.7,2991.9,11491.3
69140,2828.8,2004.2,2543.3,14145.9
69141,2265.4,2174.8,2823.2,11916.8
69142,2211.6,2198,2878.9,11766.3
69143,2064.8,2061,2691.1,11624.1
69144,2213,2642.7,2824.1,10940.3
69145,2064.6,2417.1,3377.3,10928
69146,2084.2,2246.7,2831.8,12913
69147,2300.9,2624.1,2696.2,12371.6
69148,2135.1,2115.4,2704,11547.7
69149,2404.6,2065.4,2607.3,11516
69150,2084.9,2063.2,2601.1,11360
69151,2148.2,2065.7,2781.1,11204.1
69152,2075.7,2056.3,3296.7,17295.4
69153,2036.1,2457.6,2918.2,11252.8
69154,2127.2,2118.8,2752.4,12188.3
69155,2134.1,2126.9,2758.1,11534.6
69156,2004.7,2012.3,2565.6,11826
69157,2005.7,2004.6,2667.1,11257.1
69158,2153.7,2191.1,2686.8,11121.5
69159,2108.8,3817.9,2763.9,16698.8
69160,2235,2061.4,2598.5,11695.5
69161,2105.2,2089.8,2618,13117.9
69162,2072.2,2057.1,3089.1,11112.6
69163,2070.4,2255.7,3028.5,10917.6
69164,4024.2,4193.7,4893.9,13612.1
69165,2022.9,2003.6,2527.1,13818.5
69166,2265.4,2294.7,3017.5,11043.5
69167,2337.3,2912.7,2792.6,11430.6
69168,2228,2070.2,2600.1,11716.8
69169,2169.9,2094.9,2613.6,13128.6
69170,3696.7,2619.7,2592.2,11564.7
69171,2073.1,2057.9,2594.2,11945
69172,2081.2,3305.3,2843.9,12198.3
69173,2475.2,2231.4,2685.6,12096.2
69174,4057.7,3682,4537.3,12223
69175,2055.7,2054.9,2610.2,12804.6
69176,2811.2,2321.6,2724.5,13542.7
69177,2739.7,2306.1,2591.3,12605.4
69178,2070.7,2059.5,2588.8,11864.1
69179,3681.7,3633.9,5798.4,11780.1
69180,2094.1,2363.3,3274.3,10801.8
69181,2539.4,2148.4,2590.9,13225.8
69182,2105.7,3294.4,3438.4,12508.9
69183,2064.6,2058.5,2598.9,12988.5
69184,3766.8,3932.7,4639.7,12643.2
69185,2154.4,2061.6,2591.5,12240.8
69186,2074,2071.6,2600.4,11626
69187,2102.1,2098.2,2592.9,13391.9
69188,2007.8,5070.4,3488.7,11021.5
69189,3751.4,2499,2861.7,13908
69190,3355.2,2067,2583.1,11731
69191,2061.9,2063.1,2600.6,11847.5
69192,2084.1,2065.1,3402.5,11602.9
69193,2005.5,2061.6,4141.8,12787.7
69194,4097.2,3536.3,4434.3,12064.1
69195,2029.5,2006.2,2537.2,11679.4
69196,2022.1,2014.6,2545.8,11252.1
69197,2177,2120.1,2940.6,13252.7
69198,2518.8,2446.5,2802,12431.2
69199,3773.4,4620.7,5043.2,12842.8
69200,2066.5,2063.1,3010.9,11393.6
69201,2060.2,2297,2612.6,10956.3
69202,2495.7,2260.6,2824.1,11394.6
69203,2458.5,2304,2608.5,11674.8
69204,3873.6,3523.7,4431.5,12565
69205,2022.9,2009.9,2903.2,13934.7
69206,2068,2463.2,2635.5,11995.6
69207,2609.7,2202.5,2809.5,11994.4
69208,2178,2259,2794.8,11578.6
69209,2068.1,2056.6,2601.1,12098.5
69210,2064,2057.1,2600.3,11553.5
69211,2068.3,2062.1,3663.5,11956.6
69212,2006.8,2587.4,3147.1,10812.4
69213,2048.4,2621.1,2597,11048.5
69214,4043.5,3583.3,4436.3,11397.6
69215,2013.3,2010.8,2535.7,12093.8
69216,2047.5,2011.9,2697.4,11659.1
69217,2194.7,2532.6,3239.5,11720.2
69218,2083.8,2286.5,3101.2,11175.1
69219,3940.6,3673.7,4542.9,12948.8
69220,2061.9,2064.9,2618.5,11969
69221,2061.1,2062.7,2607.1,11325.7
69222,2030.7,2028.7,3168.9,11372.8
69223,2012.7,3707.4,3086.2,11788.7
69224,2550.6,2284.5,2544.4,11559.2
69225,2107.9,2010.5,2557.9,11200.6
69226,2162.5,2204.9,2732.2,11866.1
69227,2068,2057.9,2811.1,11530.6
69228,2075.4,2003.1,2531.2,14028.3
69229,4283.9,3249.8,4603.9,14569.9
69230,2067.9,2101.2,2744.4,11679.2
69231,2487.4,2069.1,2600.1,11230.3
69232,2074.6,2237.4,2598,11630.8
69233,2064.1,2069.6,2982.8,12074.5
69234,2195.1,2358,2750.8,11696.3
69235,2543.3,2574.9,2600.7,14815.1
69236,2691.9,3127.2,3542.1,12527.7
69237,2065.2,2709.5,2784.9,11448.3
69238,2714.4,2171.1,2626.7,11265.5
69239,2592.4,2571.6,2610.7,11078.1
69240,2424.6,2196.8,2889.9,12494.6
69241,2753.3,2859.6,3705.1,11704.1
69242,2064,2608.9,2690.4,11693.9
69243,2072.3,2060.1,3017.9,15135.5
69244,4545.6,2161.6,2668.5,11655.1
69245,2135,2128.2,2632.2,11900.4
69246,2070,2456.4,2620.2,13444.4
69247,2188.7,2657.8,3675.5,10764.3
69248,2073.7,2103.2,3533.8,11076.9
69249,2184.9,2298.7,2770.9,10955.6
69250,2340.9,2456.4,2646.5,11183.9
69251,2185.5,2133.4,2587.8,11516.8
69252,2128.6,2059.9,2611.1,11480.5
69253,2085.9,2067.4,2608.2,13675.2
69254,3690.8,3784.8,3292.7,10963.7
69255,2070.8,2295.8,2772.7,11980.1
69256,2345.4,2308.1,2603,11226.7
69257,2064.9,2041.9,2525.2,11801.5
69258,2111.8,2177.6,2630.5,12869.7
69259,2096.6,3470.7,4473.2,16473.4
69260,2344.7,2237,2913.5,12069.1
69261,2181.4,2067.2,2618.3,11747.8
69262,2071.4,2061.6,2604.4,12031.2
69263,2070.7,2069.3,2613.4,11519.3
69264,2181.6,2165.8,2798.4,14036.4
69265,2414,3149.3,3000.5,12157.4
69266,2356.6,2208.7,2765.4,11716.9
69267,2206.9,2206.7,2732.2,12092.2
69268,2072.8,2065.6,2606.3,12188.2
69269,2144.2,2064.3,2603.1,11566.8
69270,2066.2,2071.6,2591.5,13073.8
69271,2384.3,2331,4922.6,14097.1
69272,2299.8,2062.2,2604.6,11990.2
69273,2212.7,2176.6,2837.6,11754.8
69274,2071.6,2071.1,2615.3,11133.6
69275,2063.4,2434.5,2621.8,11929.9
69276,2173.2,2168.8,2880.2,12572.9
69277,4121.7,2408.1,2650.2,13650.6
69278,2163.1,2125.9,2752.2,11846
69279,2034.7,2078.1,2583.3,11247.8
69280,2090.9,2057.9,2659.8,11992.3
69281,2186.6,2237.7,2801.9,11023.9
69282,2064.6,2061.4,2801.3,11951.6
69283,2694.9,4245.6,4727.3,13634.1
69284,2126.9,2130.4,2671.3,12372.8
69285,2081.7,2077.4,2614.6,11703.5
69286,2073.5,2079.4,2693.2,12284.9
69287,2075.9,2176.2,2995.9,10891.5
69288,2074.6,3718.4,2793.9,12181.2
69289,2388.3,3717.2,4557.3,16163.5
69290,2244.9,2226.1,3295.8,11462.8
69291,2139.6,2451.1,2806.5,11787.9
69292,2238.9,2151.3,2616.9,11962.5
69293,3855.8,3678.1,4609.3,14199.5
69294,2160.6,2043.7,2918.2,13689.2
69295,2155.8,2111.5,3007.6,12801.3
69296,2088.7,2067.7,2618.3,11611.7
69297,2423.6,2261.4,2837.7,11893.4
69298,3828.5,3849.3,4160,12470.7
69299,2328.2,2321.7,2712.1,11896.8
69300,2176.9,2006.3,2517,12398
69301,2049.7,2608,2877.3,11468.9
69302,2028.2,2095.7,2732.9,11198.9
69303,2033,2060.9,2730.3,11377.5
69304,2130.1,2157.9,2679.4,16324.7
69305,2269.6,2440.7,2648.4,12049.3
69306,2166.2,2094,2962.9,12415.9
69307,2077.4,2993.4,2591.9,11465.4
69308,2115.9,2141.8,2705.9,12011.4
69309,3663.8,3703.4,4918.5,11209.6
69310,2425.9,2231.3,2616.9,12062.2
69311,2091.2,2061.2,3067.8,12310.4
69312,2072.3,2081.7,2718.3,14108.4
69313,2762.2,3017.7,3048,11136.6
69314,2204,2213.4,3194.5,11087.4
69315,2820.9,2096.8,2613.8,11221.4
69316,2149.7,2069.3,2604.3,11834.9
69317,2149.1,2065.8,2664.7,13797.1
69318,2090.2,2065.7,2710.5,12187.6
69319,2067.7,2062,2881.2,11688.2
69320,2910.5,2170.5,2821.1,11121.7
69321,2183.3,2427.6,3041.9,11333.9
69322,2315.2,2334.7,2845.1,11244.6
69323,2217.3,2087,2720.1,12683.6
69324,2166.6,2158.1,3267.9,14933.3
69325,2297.4,2212.7,2897,11451.7
69326,2068.4,2372,2841.3,11350.1
69327,2247.4,2373.6,2775,10918.3
69328,2475.4,2264.5,2536,11833.1
69329,3852,3545.2,4810.1,12117.4
69330,2033.4,2046.6,2575.6,11858.3
69331,2014.9,2187.5,2758.9,12554.2
69332,2860.7,4110.4,4711,11693.4
69333,2025.8,2006.6,2675.4,12089.7
69334,2006,2011.1,2553.9,11261.5
69335,2027.3,2022.5,2693.2,15364
69336,2314.8,2737,3626.4,11087.4
69337,2530.7,2212.3,2602.9,11841.9
69338,2126.4,2135.7,2970.1,12008.2
69339,2183.8,2175,2672.2,11683.7
69340,2078.9,2096.8,2769.8,12509.1
69341,2273.7,2208.3,3681.4,11784.5
69342,2195.1,2521.3,2905.6,11524.8
69343,2454.2,2065.5,2687.8,11937.9
69344,3109.5,2061.6,2862.2,12010.4
69345,2069.9,2072.8,2602.6,12749.3
69346,2125.1,2119.8,2686.3,11783.9
69347,2136.5,2141.8,2975.7,12971.4
69348,2152.1,3930.3,3488.3,11899.8
69349,2247.5,2131.3,2761.1,13564.4
69350,3258.7,2076.5,2751.2,12320.2
69351,2142.9,2130.8,2752.7,12257.2
69352,2124.7,2182.1,2827.5,10626.1
69353,2031.5,2598.5,3678.2,12566.8
69354,2450.7,2021.9,2548.5,11216.9
69355,2019.9,2022.4,2561.3,11393.1
69356,2024.5,2010.6,2617.2,13039.7
69357,2020.3,2179.9,2589.3,11552.6
69358,2024.4,2124.7,2590.7,11912.8
69359,3567.5,3874.8,5408.4,11328
69360,2841.8,2141.6,3013.8,12470.8
69361,2017.3,2003.9,2576.2,11473.2
69362,2030.7,2064.3,2534.7,11984.1
69363,2018.2,2015.2,2903.4,11605.2
69364,3577.4,3868.8,5032.9,13057
69365,2770.8,2612.2,2853.1,15771.9
69366,2081.2,2541.5,4418.1,10789.5
69367,2068.9,4368.5,3924.3,12915.9
69368,2123.7,2110.3,2593.4,11164.9
69369,2108.3,2072.3,2620.8,12717.6
69370,2227.3,2210.7,2657.6,12093.3
69371,2769.7,3143.6,3845.3,13262.1
69372,2258.4,2082.1,2607.1,12540.6
69373,2199.9,2082.8,2605.2,11721.7
69374,2338.8,2381.7,2620.9,11856.4
69375,2069.8,2060.6,2610.1,11747.5
69376,2081.1,2066.2,2628.4,13215.5
69377,4548.4,2471.5,2633,12444.2
69378,2495.5,2077.5,2823.6,11681.6
69379,2075.3,2085.2,2657.9,11773.9
69380,2072.3,2107.7,2629.5,12057.7
69381,2070,2071.7,2599.1,11685.6
69382,2099.9,2062.6,2765.3,12929.8
69383,2760.8,2747.4,3328.5,13227
69384,3823.3,2258,2766.6,12103.1
69385,2146.4,2120.9,2628.4,11177.5
69386,2085.4,2085.9,2624.9,12154.1
69387,2207.4,2199.4,2839.3,11192.7
69388,2278.1,2275.2,3242.9,11337.5
69389,2499.9,4422.3,5054.6,13653.3
69390,2069.3,2201.7,2781.8,12164.8
69391,2190.5,2182.1,2933.8,11771.8
69392,2254.8,2790.3,2764.4,11101.6
69393,2108.1,2438.8,3046.7,11108.9
69394,3972.7,4025.9,4819,14362.4
69395,2173.6,2155.3,2819.3,11753.2
69396,2063.6,2671.5,3301.1,12083.6
69397,2667.9,2164.4,2736.9,13268.5
69398,2031.7,2053.1,2537.5,11177.3
69399,2026.4,2019.9,2542.7,11981.1
69400,2073.1,2072.6,2600.5,14389.6
69401,2235.3,2068.8,2847.9,11464.4
69402,2067.2,2217.1,2746.6,11076.1
69403,2204.2,2489.6,2801.3,11482.7
69404,3789.3,3689.7,5034.8,12364.4
69405,2023.7,2096,2531.9,11737.3
69406,2074.5,2004.3,3628.5,11378
69407,2884,3843.3,3279.2,12049.9
69408,2277.2,2015.4,2545.7,11567.2
69409,2153.7,2025.7,2545,11357.7
69410,2141.2,2121.7,2717,11579.6
69411,2055.3,2055.3,2541,11137.4
69412,2020.9,2023.2,2609.2,16283
69413,2764.5,2207.6,3282.6,12104.4
69414,4173.3,3562.5,3382.7,11722.3
69415,2018.1,2009.6,2550.8,12428.5
69416,2083.1,2072.2,2659,11848.3
69417,2233.1,2243.5,2913,11167.3
69418,2038.3,2535.1,3479.1,11672.8
69419,2447.6,2133.3,2713.7,13525.9
69420,3673.8,3702,3338.6,11647.7
69421,2068.2,2152.4,2642.5,11898.8
69422,2665.8,2115.1,2793.7,10785.1
69423,2169.7,2698.1,2831.3,11890.7
69424,3875.6,3619.4,2678.2,11910.9
69425,2192.6,2021.2,2540.9,11487.6
69426,2079,2017,2533.2,11612.9
69427,2012.7,2012.6,2542.4,11080.3
69428,2033.7,2016.5,2593.7,11806.2
69429,2017.4,2986.9,3122.5,10769.4
69430,2027.4,2436.1,2712,14758.6
69431,2284.9,2076,4190.6,12051.9
69432,2222.6,2198.4,2775.4,11597.6
69433,2110.6,2069.5,2770.9,12031.4
69434,2190,2317.8,2921.5,11243.5
69435,2070,2280,3537.4,11027.4
69436,2196,2173,2756,14742.1
69437,2079.1,2073,2608.2,12348.5
69438,2070.8,2075.7,2623.2,12939
69439,2078.7,2076,2631.9,11538.6
69440,2138.4,2141.5,2882.9,11428.3
69441,2143.9,2351.6,2706.1,11543.3
69442,2451.2,2522.7,2620.8,11328.1
69443,2178.5,2111.6,3228.5,14133.5
69444,1993,2263.7,2523.9,11191.5
69445,2161.5,2168,2657.1,11043
69446,2078.2,2008.4,2618.8,12267.4
69447,2023.4,2014.8,2949.8,13023.3
69448,2133.9,2575,2736.6,13499.2
69449,4308.4,2231.5,3125.3,12966
69450,2910.6,2123.9,2770.2,11458.8
69451,2139.5,2231.7,2789.2,11526.7
69452,2142.4,2129.9,3873.4,12350.9
69453,2517.5,2173.6,2601.3,11788.8
69454,2197.1,2065,2858.4,11486.3
69455,2179.4,2228.5,3441,16464.3
69456,3695.6,2265.3,2825.3,10762.2
69457,2182.6,3060.8,2805.3,11771.9
69458,2230,2109.8,2719.2,11324.9
69459,2199,2222.8,2779.1,12399.7
69460,2075.1,2067.4,2616,12462.4
69461,3976.5,2871.8,3630.3,11380
69462,2233.8,2278.3,2995.1,11651.1
69463,2239.3,2264.5,2711.6,11532.7
69464,2194.8,2184.8,2769.8,12176
69465,2144.1,2068,2598.8,12407.1
69466,2247.7,2215.4,3258.8,12689.3
69467,2200.9,2286,3060.7,13325.7
69468,2359.9,2795.1,2827.4,11402.8
69469,2346.6,2091.3,2598,12300.6
69470,2107,2066.8,2614.9,11476.9
69471,2195.6,2177.3,2793,11691.7
69472,2115.8,2090.9,2609,11946.8
69473,2084.8,2024.6,2529.9,14218.1
69474,2249.6,2554.6,2762.4,11451.1
69475,4242.7,3571,4467.6,12304.8
69476,2018.9,2013.5,2761.4,11867.5
69477,2011.7,2017.3,2559.3,11261
69478,2023.8,2028.2,3966.5,11162.5
69479,2082,3685.1,2707.2,11321.7
69480,3660.2,2073,2607.4,13520.1
69481,3675,2698.6,2595.7,11548.7
69482,2129.7,2077.4,2622.8,11667.2
69483,2080.2,2081.9,2947.9,11202.9
69484,2080.2,2012.4,3018.3,11258.9
69485,3833.8,4454.5,5114.5,13187.9
69486,2809.6,2028.8,2558.2,12114.6
69487,2017.9,2014,2712,11027.4
69488,2075.1,2135.4,2808.9,11532.3
69489,2196.5,2317.5,2531.4,10647.6
69490,2414.7,2236.5,2793.7,10836.6
69491,2726,2946,2634.4,11637.8
69492,2271.4,2017.1,2559,13134.8
69493,2640.7,2077,2657,13951.5
69494,2535,2154.1,2921.2,11760.1
69495,2094.9,2202.4,2761,11514
69496,2708,3722.9,2956.5,13077.2
69497,2969.4,2082.1,2606.2,13125.9
69498,2604.9,2724.6,4087.8,11345.5
69499,2221.5,2515.2,3085,11533.1
69500,2699.4,3512.3,2848.6,11537.5
69501,2179.6,2067.7,2713.1,11978.4
69502,2727.4,2209,2536.4,12327.2
69503,2466.7,2932,3205.9,13370.6
69504,2061.8,2166.7,3159,11231.7
69505,2208.3,2211.3,2796.5,11806.7
69506,2304.6,2095.3,2608.3,11488
69507,2290.4,2067.5,2609.2,11671.9
69508,2580.1,2027.6,2543.1,14465.4
69509,2028.6,2016.1,2580,12214.8
69510,3575,3695.4,4158.3,11538.6
69511,2131.7,2046.4,2724.2,11397.4
69512,2182,2161.1,2653.5,11563
69513,2011.3,2016.5,2548.5,13637.2
69514,2161.1,2760.2,2946.5,13843.1
69515,4851.1,3718.6,4484,12995.5
69516,2153.2,2132.2,2745.1,12129.3
69517,2162.8,2166.5,2835.8,11432.5
69518,2148.1,2150.1,2801.2,11164
69519,2027.2,2197.8,2712.5,13461.9
69520,3780.9,3590.6,5245.6,12733.8
69521,2200.7,2081.3,2571.5,11401
69522,2184.5,2218.7,3390.2,11223.5
69523,2029.1,2121.3,2794,11064.1
69524,2284.9,2820.1,2544.9,10821.6
69525,5369,4048.6,3140.1,14344.7
69526,2657,2782.5,3052.8,10758.8
69527,2029.4,2487.8,2934.6,11575.2
69528,2388.3,2251.7,2551.1,10622.7
69529,2621.1,2370,2534.5,11479.6
69530,2144.9,2152.1,2681.8,11820.4
69531,2024.2,2019.5,2570.7,12579.7
69532,3518.7,2086.1,2617.9,13465.4
69533,2132.7,2130.2,2710,11250
69534,2129.4,2181,2689.8,11662.5
69535,2260.4,2159.5,2679.2,11040.6
69536,3532.4,2349.3,3016.1,11306.8
69537,2079,2091,2589.4,13806.8
69538,2783.1,2016.4,3270.2,12184.9
69539,2025.6,2030,3513.9,11985.4
69540,2343.8,2472.7,2693.2,10947.3
69541,2679.5,2382,2735.8,12207.7
69542,2139.2,2099.5,2608.1,11677.1
69543,2099.8,2092.2,2633.3,11951.5
69544,2078.5,2071.6,3168.3,14600.2
69545,3802.6,4416.4,3215.7,11190.8
69546,2224.6,2186.3,2795.6,12198.9
69547,2033.6,2021.6,2537.3,11367.1
69548,2046.5,2134.2,2569.6,11710.2
69549,2140.5,2137.3,2761.9,13129.5
69550,2237.5,2024.3,2779.6,11461.5
69551,2034.5,2253.3,3195.2,13176.7
69552,2441.5,2135.3,2623.5,12232.9
69553,2131.8,2071.4,2623.6,11941.1
69554,2181.1,2215.7,2766.8,12506.3
69555,2087.1,2071.8,2616.5,11671.9
69556,2168.7,2075.8,2843.3,11625.2
69557,2075.1,2071.4,3530.9,12659.4
69558,2256.3,2450.6,2783.4,11695.1
69559,2594.7,2144.4,2620.7,12644.7
69560,2198.6,2158,2765.9,11881.1
69561,2252.3,2180.1,2781.5,12188
69562,2487,2774.8,3570.2,14296.2
69563,2575.4,2121.3,2631.7,12121.1
69564,2118.1,2072.3,2634,11783.6
69565,2197.2,2254.2,2775.8,11686.2
69566,2084,2082.6,2621.6,11707.4
69567,2080.3,2078.3,2614.7,12384.2
69568,2060.8,2375.1,3778.1,12975.4
69569,2908.6,2331.4,2599.8,12286.6
69570,3929.2,3767.4,4222,11427.4
69571,2103.6,2160.2,2670.8,11949.1
69572,2066.8,2070.5,3281.6,11096.1
69573,2077.4,2634.9,2614.3,12813.9
69574,3296.7,2391.9,3566,13814.6
69575,3672.7,3730.3,4077.7,10893.9
69576,2115.4,2738.8,2852.1,11128.9
69577,2224.5,2153.3,2729.3,12135.4
69578,2291.3,2173,2618.4,11373.1
69579,2281,2251.4,3014.3,12449.1
69580,3218.4,2620.5,4700.4,14121.4
69581,2137.4,2698.2,2718.8,11118.9
69582,2586.9,2264.3,2732.7,12043.6
69583,2270.3,2087.3,2617.6,12585.8
69584,2261.7,2068.3,2608.4,12036.9
69585,2075.2,2079.2,3854.3,15323.1
69586,3177.4,2350.1,2682.3,10869.6
69587,2161.7,2233.6,2660.1,12066.9
69588,2198.3,2209.3,2794.4,11882.1
69589,2245.3,2213.1,2609.1,12171.9
69590,2069.5,2076.8,2607.6,11912.7
69591,2337.1,2922.8,5647,13946.9
69592,2085.6,2075.5,2610.4,12514.6
