,time (mimcroseconds),,,
n,iterative double,recusive double,iterative int,recursive int
9009,335.8,284.1,319.3,1270.7
9010,255.8,250.4,341.4,1373.9
9011,320.5,274.7,454,2446.8
9012,291.7,251.9,414.7,1374.1
9013,250.3,242.8,307.5,1688.6
9014,338.3,446.4,877.1,1744.1
9015,262.1,270.6,328.7,1350.6
9016,312.3,382.2,394.4,1606.7
9017,283.2,304.7,393.3,2071.6
9018,258.7,292.5,373.4,1950.7
9019,348.3,517.9,725.8,1500.2
9020,245.4,249.3,328.7,1311.5
9021,249.8,320.9,523.5,2219.7
9022,251,280.6,311.5,2266.5
9023,469.5,496.5,751.4,1725.9
9024,263.5,249.1,309.9,1216.7
9025,248.3,244.7,380.9,3110.7
9026,356.2,422.4,311,1223
9027,244.2,248.5,315.8,1356.6
9028,398.8,515.7,584,1987.3
9029,313.8,320.3,400,1780.1
9030,245.3,261.8,597,2444.8
9031,249.9,247,315.3,1546
9032,243.4,248.1,311.3,1556.2
9033,355.7,392.7,628.7,1952.1
9034,352.3,288.7,361.6,2312.5
9035,292.1,251.6,395.5,1323.3
9036,259.6,249.9,308.8,1219.8
9037,263.2,248.2,312.7,1720.6
9038,336.8,420.1,897.8,1659
9039,248.7,247.3,313.8,1237.8
9040,269.3,248.6,466.6,1730.5
9041,429.2,255.9,424.2,1686.9
9042,260.7,244,350.9,1803.3
9043,405.6,675.7,613.9,1464.5
9044,250,248.7,311.2,1377.9
9045,269.3,268.2,376.4,2559.8
9046,401.5,336.5,360.2,2394.5
9047,323.7,334.3,388.5,1531.4
9048,250.7,245.3,311.8,1232.2
9049,249.2,248.7,317.1,1342
9050,270.6,264.9,543.4,2476.9
9051,422.1,243.6,312.1,1240.6
9052,250.3,246.7,328.3,1984.5
9053,353.8,298.1,356.3,1878.6
9054,256.4,319.1,347.6,1346.6
9055,253.8,356.6,350.4,1276.7
9056,259,259.7,319.6,1266.9
9057,297.4,278.2,348.4,1343.7
9058,347,289,327.3,1278.8
9059,255.1,253.8,458.5,2154.9
9060,321.9,302.6,487.2,1989.3
9061,279.8,276.6,363.6,1374.1
9062,257.8,254.5,320.9,1282.5
9063,251.5,255.9,320.6,1479.3
9064,256.2,252.3,321.8,1267.9
9065,256.3,255.7,320.1,2307
9066,299.3,349.7,348.1,1619.9
9067,308.7,275.6,406,1345.7
9068,258.7,321.5,319.9,1771.5
9069,752.7,496.2,613.6,1503.4
9070,321.7,252.4,319.2,1300.2
9071,420.3,249,376.2,2339.4
9072,287.9,289.2,491,1789.1
9073,286.1,303.4,319.4,1509.5
9074,259.5,256,320.3,1378.1
9075,326.6,252.2,321.4,1503
9076,295.9,256.1,385.4,1671.8
9077,369.6,331.9,419.2,1279
9078,332.8,251.8,402.3,1766.4
9079,475.4,507.1,439,1582.8
9080,257.3,252.8,319.9,1256.2
9081,293.1,254.5,320.1,1449.4
9082,296.8,403.2,414.6,1366.3
9083,277.8,276.8,346.4,1265.7
9084,257.7,252.9,319.3,1482.8
9085,337.5,463.9,355.7,1586.1
9086,260.8,312.7,357.1,1528
9087,308.8,281.3,393.1,1620.9
9088,284.2,256.5,385.6,1498.6
9089,316.1,256.1,322.8,1717.9
9090,284.6,251.7,384.5,1455.8
9091,309.3,381.9,319.3,1785.7
9092,336,510.1,483.3,2379.8
9093,540.5,251.7,312.7,1238
9094,250.6,246,312.8,1221.6
9095,275.6,269.6,312.3,2660.2
9096,293.9,467.9,331.4,1245.8
9097,246.2,250.9,365.7,1858.1
9098,301.9,274,354.1,1668.4
9099,296.3,257.7,322.5,1413
9100,258.7,256.5,528.5,1623.7
9101,252.2,325.3,328.3,1398.3
9102,290.8,251.4,328.3,1754.1
9103,258.4,320.1,324.2,1659.8
9104,341.8,354.2,387,2144.6
9105,284.3,291.5,341.9,1608.4
9106,319.3,310,329,1271.1
9107,335.6,253.4,322.3,1278.9
9108,258.7,299.7,355.6,1341
9109,296.3,276,344.8,1287.9
9110,253.3,256.5,321.6,1301.6
9111,393,493,1099.1,2001.2
9112,261,289.6,430.9,1301.2
9113,252.5,272.9,417.6,1981.8
9114,672.7,299.9,727.2,1494.3
9115,302.4,251.2,319.9,1644.8
9116,426.8,584,747.8,1983.1
9117,732.9,338.9,413.3,2721.9
9118,332.1,393.7,311,1367.2
9119,246.1,245.5,309.4,1447.7
9120,270.8,250.9,438.6,2514.3
9121,267.8,251.1,313.3,1463.1
9122,435.4,283.3,427.4,1754.8
9123,343.1,329.6,379.3,1575.8
9124,253,252.5,320.8,1332.7
9125,251.6,329,428.5,1299.1
9126,255.1,250.5,313.9,1289.1
9127,248.8,251.8,315.1,1279.4
9128,342.1,246.9,397.5,1793.5
9129,318.8,364.9,566,1917.4
9130,290.6,257,377.1,1413.3
9131,254.1,257.3,324.5,1380.5
9132,267.1,252.8,324.2,1504.3
9133,258.8,257.9,405.1,1594.9
9134,338,280.3,430.8,1274.1
9135,260.8,257.3,324.3,1796.9
9136,472.7,300.5,413.4,1632.8
9137,261.5,259.1,322.2,1266.7
9138,260.1,254.7,322.6,1259.7
9139,259.7,254.6,325.2,1295.7
9140,258.5,258.1,352.6,1295.3
9141,255.9,260,341.3,1320.2
9142,258.8,254.2,363.3,1873.4
9143,448,436.6,850.6,2026.3
9144,376.4,299.7,325,1301.2
9145,258.9,256.8,323.3,1373.3
9146,255.7,261.1,330.9,1419.5
9147,307.5,261.9,323.5,1496.4
9148,259.5,257.5,322.2,1288.6
9149,379.2,430.4,388.9,2062.1
9150,256.8,302.3,385,1596.7
9151,374.7,397.9,393.9,1599
9152,248.5,285.3,316.5,1262.5
9153,269.2,264,314.7,1311.4
9154,286.7,250.3,315.4,1321.6
9155,253.1,250.8,320.3,2504.2
9156,289.4,514.2,533.3,1885.6
9157,280.9,321.5,437.5,1327.7
9158,253.1,249.8,314.5,1884.4
9159,259.5,255.4,523.2,1912.5
9160,249.9,248.6,311.4,1451.7
9161,249.3,260,317.8,1709.2
9162,286.1,1099.6,445.5,2418.3
9163,267.3,248.5,327.9,1291
9164,285.4,252,315.7,1234.6
9165,253.7,250.4,315.1,2363.5
9166,519.6,285,367.8,1321
9167,302.4,248,315.3,1569.8
9168,672.7,428.3,692.2,1854.1
9169,356.9,337.6,342.4,1234.4
9170,386.4,251.8,315.7,1234.4
9171,252.4,247,319,1269.9
9172,253.2,251.4,314.6,1296.9
9173,257.2,252.3,315.6,1385.4
9174,248.6,253.5,328.7,2429.5
9175,356.9,287,390.3,1896.9
9176,318.3,359.9,336.9,1313.2
9177,280.3,251.9,370.4,1270
9178,322.7,264.8,335.2,1293.3
9179,252.9,286.3,316,1287.1
9180,270.7,268.4,316.2,1283.9
9181,436.9,405.4,368.4,1791.4
9182,365.6,370.6,359.8,1592.2
9183,260.2,267.5,328.4,1231.4
9184,252.5,251.6,316.2,1230.1
9185,253.2,252.5,339.6,1288.8
9186,253.8,247.3,333.2,1272.4
9187,252.3,256.1,381.7,1571.7
9188,253.5,344.3,382.7,1865.3
9189,293,531.3,458.2,2232.4
9190,301.4,436.8,363.5,1373.3
9191,249.6,253.1,315.3,1243.1
9192,252.5,247.1,358.2,1428.7
9193,254.1,252.1,317.7,1269
9194,248.2,253.5,318.2,1542.8
9195,263,306.8,413.4,2129.3
9196,300.2,305.5,354.9,1285.2
9197,249.6,255.3,316.8,1226.8
9198,254.5,249.5,317.2,1618.5
9199,366,438.9,454.4,1655
9200,294.7,281,355,1391.7
9201,283.5,327.4,453.2,1616.3
9202,320.5,284.1,358.3,1949.5
9203,256.5,380.3,365.9,2829.5
9204,309.2,300.6,405,2087.8
9205,338.8,278.9,351.3,1404.9
9206,291.2,295.5,462.8,2886.4
9207,641.6,354.6,459.8,1722.1
9208,390.8,312.1,392.9,1878.8
9209,783.4,744.1,694.7,2239.8
9210,525.7,544.5,705.8,2424.1
9211,347.9,281.8,362,2139.6
9212,358.2,308.5,358.1,1389.8
9213,262.9,336.9,401.6,1651.4
9214,308.4,264.5,328.8,1490.5
9215,267,262,327.6,1823.9
9216,537.1,1980.8,387,2808.3
9217,549.1,503.5,571.7,3825.7
9218,511.4,470.1,1780.6,1795.3
9219,287.6,458.3,441.5,4989.9
9220,312.9,603.8,634.9,3019.9
9221,351,331,505.4,3963.5
9222,567.5,414.7,586.3,2529
9223,832.9,390.8,450.4,2217.9
9224,303.6,288.4,382.7,2306.2
9225,552.5,547.4,649.6,2547.6
9226,510.2,495.5,630.3,2245.8
9227,495.1,496.6,647.2,2893.6
9228,493.6,489.5,637.6,2398.2
9229,501.7,553.6,643.7,2657.3
9230,494,500.4,572.2,1764.3
9231,322.7,301.3,417.5,2792.5
9232,594.4,589.7,675.8,2417.1
9233,324,288.1,358,1683.7
9234,396.6,349.7,2306.8,2215.4
9235,280.8,278,351.1,1735.2
9236,282.3,316,390.6,1783.6
9237,293.7,282.5,396.1,1543.8
9238,313.9,278.7,384.1,2420.6
9239,581.6,666.7,394.4,1511.2
9240,285.9,283.9,363.7,1467
9241,293.3,331.3,463.7,3217.9
9242,684.8,538.9,405.5,1562.8
9243,287.7,283.2,447.9,1743.5
9244,298,306.5,361.8,1612.4
9245,292.5,279.4,355.3,1519.4
9246,308.1,302.9,356.2,1524.4
9247,285.8,495.7,439.3,2134.2
9248,287.4,285.6,360,1447.5
9249,314.7,302.9,369.6,1487.7
9250,289.1,280.5,366.5,1773.9
9251,284.8,347.1,360.7,1595.3
9252,502.9,513.3,556.7,2495.1
9253,311.4,321.8,437.9,1672.2
9254,289.2,295.4,362.7,1499
9255,286.3,331.5,358.3,1835.5
9256,293.9,290.2,358.2,1499.2
9257,289.9,282.4,361.1,1606.9
9258,313.2,295.7,354.8,1478.2
9259,285.8,331.9,484.5,1921.2
9260,282.7,285.6,361.7,1475.1
9261,289.6,283,356.6,1472.1
9262,285.8,282.9,358.9,1443.4
9263,284,286.2,355.7,1624.9
9264,311.7,288.3,446.9,1486.5
9265,291,278.5,365.1,1795.3
9266,399.3,309.5,430.1,1761.4
9267,279.2,324.5,424.9,1484.1
9268,285.6,283.6,355.1,1432.9
9269,285.8,283,377,1436.9
9270,278.3,291.8,354.5,1404.1
9271,285.2,283.3,358.8,1383.6
9272,292.3,283.3,462.3,1431.3
9273,280.8,283.4,387.4,1776.1
9274,288.4,284.8,351.2,1393.9
9275,287.7,283.5,356.4,1395
9276,277.8,283.5,355.1,1410
9277,283.9,279.7,355.5,1413.2
9278,326,283.2,355,2054.5
9279,805.7,692.9,507.9,1530.9
9280,279.9,287.7,351.8,1401.3
9281,632.6,345.8,368.9,2053.9
9282,283,281.1,358.9,1432.1
9283,290.9,288.6,366,1597.5
9284,284.6,282.8,375.5,1879.7
9285,294.1,285,361.9,1731.3
9286,288,278.6,362.8,1383
9287,286.4,284.4,357.2,1426.8
9288,286.4,283.2,355.9,1403.7
9289,286.1,279,355.7,1403.9
9290,290.8,283.7,362.3,1412
9291,284.6,283.6,359.6,1538.8
9292,330.9,323.3,496.7,1716.7
9293,505.9,627.3,443.3,1538.4
9294,299.9,260.6,329.5,1361
9295,308.1,302.4,335.5,1313.1
9296,343.8,302.7,328.2,1306.7
9297,335.2,338,329.7,1457.7
9298,294.3,333.1,542.2,2192.4
9299,294.7,340.4,420.1,1632.7
9300,271.3,392.6,358.1,1311.8
9301,271.5,269.6,335.8,1325.1
9302,271.1,268.6,361.3,1385.7
9303,273.1,277.2,353.2,1380.3
9304,278.8,276.1,346,1535.3
9305,279.8,277.4,350.9,2070.5
9306,308,277.9,445.3,1669.6
9307,279.8,277.4,348.2,1339.3
9308,277.1,275.5,354,1378.3
9309,273.3,277.8,347.8,1422.6
9310,286.4,290.5,356.6,1425.6
9311,291.9,283.2,357.6,1762.7
9312,292.7,292.1,364.9,2156.1
9313,427.4,435.9,347,1534.1
9314,283.4,276.9,357.4,1379.8
9315,279.6,276.9,354.3,1377.6
9316,273.6,281.5,347.2,1380.7
9317,283,276.2,347,1514.7
9318,322.9,278.8,352.6,1863
9319,343.3,338.7,533.8,2076.2
9320,275.8,293.3,347.3,1380.3
9321,263.7,262.2,328.7,1291.1
9322,264.9,347.2,669.8,1568.6
9323,420.6,265.9,331.9,1754.8
9324,299.8,343.3,942.3,2761.8
9325,260.4,268.5,333,1435
9326,257.9,263.3,329.4,2269.8
9327,259.2,258.4,318.7,1296.2
9328,256,251.8,317.9,1267.8
9329,285.9,369.4,345.8,1802.3
9330,681.2,765.3,683.6,1544.1
9331,288.7,289.1,354.8,1967.2
9332,324.1,296.6,387.9,1571.3
9333,283.4,287.1,365.9,1456.9
9334,463,308.2,357.2,1427.7
9335,447.7,287.7,360.5,1530
9336,311.1,287,365.5,1892.5
9337,296.3,292.8,357.8,1474.3
9338,312.4,285.2,359.6,1559.5
9339,400,284.5,357.2,1579.1
9340,288.2,284.8,356.9,1439
9341,284.3,297.6,357.2,1414.8
9342,339.9,286.9,368.6,1806.9
9343,296.3,285.6,359.7,1411.1
9344,281.5,285.8,358.8,1432.4
9345,288.2,287.1,365.4,1411.2
9346,293.3,286.6,365.5,1383.6
9347,286.3,284.7,359.1,1425.4
9348,310.3,304.4,360.8,1436.9
9349,286.4,293.9,376.1,1966.8
9350,324.3,283.9,417.1,1954.7
9351,364.2,295.4,333.9,1423.9
9352,265.6,264.9,328.9,1550.8
9353,401.4,348.4,414.8,1653.2
9354,330.8,259.8,336.8,1304.6
9355,293.7,263,365,1792.9
9356,301.4,336.6,377.8,1660
9357,266.3,263.6,334.6,1294
9358,410.2,262.8,368.3,1770.4
9359,310.3,252.4,322.8,1323.6
9360,275.4,256.8,321.4,1454.4
9361,274.8,353.1,571.9,2428
9362,321.6,303.1,393.8,1524.5
9363,277.3,352.8,422.8,2191.3
9364,693,375.3,472.5,2192.5
9365,269.1,300.7,381,2102.1
9366,734.1,411.6,376.3,1478.6
9367,304,253,468.1,2510.2
9368,732.7,280.8,394.5,1827.1
9369,978.6,590.9,565.3,1969.2
9370,255.4,254,338.6,1502.1
9371,401.3,253.5,398.8,1745.8
9372,453.7,584.4,700.7,1705.4
9373,368.2,265,332,1746.4
9374,337.6,295.3,428.5,1810.5
9375,261,291.5,324.2,1288.5
9376,310.6,305.2,338.3,2190.7
9377,304.7,353.9,325.8,1332.4
9378,258.4,256.9,340.4,2304.4
9379,295,493,490.9,2239.8
9380,388.1,392.5,367.2,1635.2
9381,398.3,288.1,379.1,1463.4
9382,260.5,325.7,333.9,1351
9383,359,262.9,332.5,1794.3
9384,503.8,537.9,655.9,1636.9
9385,312.3,293,365.8,1538.5
9386,288.8,282.2,366.6,1446.1
9387,322.4,293.9,360.7,1490.8
9388,356.8,387.5,743.1,1475.2
9389,262.3,261.1,365.3,1615.4
9390,289.6,294.3,354.6,2086.2
9391,347.2,286.9,372.8,1714.1
9392,334.2,285.1,382.2,2430.9
9393,313,308.8,361.8,1878.9
9394,295.1,287.5,390.2,1461.4
9395,328.5,285.7,376.9,1455.2
9396,266.2,325.6,484.4,1947.3
9397,335.3,1852.6,25000.6,2223.3
9398,287.2,294,363.4,1924.2
9399,363.8,490,1199.5,3089.1
9400,377.8,293.2,370.8,2046.8
9401,318,292.4,361.7,1520.1
9402,289.3,286.7,365.1,1645.9
9403,296.3,287,362.3,1758.9
9404,295.6,287.8,362.5,1619
9405,284.7,287.3,365.7,1440.9
9406,289,291.7,361.9,1457.2
9407,289.2,287.6,368.7,1434.2
9408,298,292.2,359.9,1427.4
9409,292.9,288.4,359.7,1607.2
9410,296.3,291.3,368.4,1704.8
9411,295.6,284.4,370.9,1408.7
9412,294.4,292.5,365.4,1453.9
9413,291.7,321.3,360.9,1431
9414,293.4,286.5,362.8,1465.8
9415,289.1,289.7,374.4,1572
9416,293.9,289.6,359,1675
9417,292,343.3,363.4,1843.8
9418,295.3,291.3,368.3,1439.2
9419,298.3,284.6,360.4,1401.4
9420,326.1,286.3,360,1419.2
9421,289.9,288,361.2,1433.9
9422,347.3,296.3,382.2,1424.8
9423,290.2,286.3,361.4,1535.7
9424,291.5,288.9,368.3,1712.4
9425,300.6,265.5,333.4,1312
9426,267.5,264.8,335.4,1311.1
9427,262.7,265.7,337.7,1324.8
9428,266,265,331.8,1467
9429,298.6,296.7,378.6,1489.9
9430,347.1,279.2,349.6,1861
9431,493.6,717.8,1029.7,3066
9432,543.1,361.2,454.9,1840.3
9433,340.7,284.8,361,1445.5
9434,330.7,290.1,363.2,1464
9435,290.6,285.1,381.5,1479.3
9436,367.9,290.4,459.8,1599.7
9437,260.6,291.5,325.5,1299.2
9438,292.9,259.2,325,1369.8
9439,260.5,261.2,325.5,1367.1
9440,299.7,258.4,462.7,1415.6
9441,271.5,298.7,324.8,1362
9442,277.3,257.4,344,2437.6
9443,454.8,754.5,387,3002.4
9444,325.5,389,339.5,2036
9445,291.6,330.8,365.1,2467.9
9446,366.2,354,1067,1975.5
9447,473.9,273.2,446.2,3188.4
9448,446.3,287,369.4,1453.5
9449,268.1,324.4,333.1,1385.9
9450,298.1,265.1,376.9,1644.8
9451,301.1,323.8,335.8,1382.1
9452,409.9,370.8,363.1,1595.5
9453,286.7,524.8,464.8,1773.9
9454,313.6,293.5,393.8,1467.6
9455,351.2,293,371.6,1930.5
9456,301.7,362.1,367.7,1697
9457,357.1,289.6,364,1567.4
9458,305.9,288.6,365.1,1455.9
9459,297.1,283.7,463.8,1866.4
9460,310.4,295.2,370.7,1466.1
9461,285.2,291.7,390.8,1413.8
9462,291.2,288.6,366.1,1429.1
9463,317.7,309.6,398,1444.5
9464,317.7,322.8,436.7,1508.3
9465,297.9,288,371.1,1467.3
9466,307,292.7,416.6,1570.3
9467,292.2,289.7,363.6,1525.6
9468,379.1,303.2,359.9,1829
9469,344.8,342.9,376.8,1550.9
9470,267.2,261.9,443.5,1580.8
9471,333.2,265.9,366.5,1592.3
9472,320.5,301.5,499.2,2219.5
9473,300.2,300.8,366.7,1476.8
9474,292.6,288.8,557,2133.1
9475,557,471.2,344.3,1365.8
9476,269.2,335.7,335.5,1484.2
9477,283.5,272.7,337.7,1339
9478,333.8,267,462.2,2171.6
9479,359.9,316.4,387,1442.6
9480,270.5,268.3,444.6,2050.1
9481,348.2,374.9,370.7,1675.5
9482,263.6,267.8,346.4,1382.8
9483,269.5,266.2,339.7,1678.1
9484,284.9,439.5,390.8,1979.6
9485,309,292.6,365.5,1560.1
9486,337.2,395.2,725.6,1864.2
9487,277.2,300.2,355,1441.8
9488,392.5,523,351.7,1367.3
9489,262.2,259.4,362.3,1343.3
9490,279.4,495.1,994.6,2191.6
9491,327.7,257.8,323.6,1349.8
9492,443.3,702.9,400.1,1442.8
9493,262.9,303,359.8,1415
9494,333.6,266.7,335.7,1490.3
9495,268.3,266.8,405.2,1393.9
9496,372.1,289.5,380.1,2225.3
9497,300.3,298.7,378.1,2079.3
9498,318.2,370.1,421,2195.9
9499,299.6,286.9,373.5,1392.7
9500,276.7,264.4,338.7,1311.4
9501,268.6,267,335.2,1351
9502,265.8,271.8,335.6,1753.2
9503,302.5,379.3,546,1975.5
9504,276.2,267.5,400.9,1809.7
9505,309.5,315.4,370.9,1868.3
9506,318,308.8,377.2,1331.2
9507,264.8,267.7,335.3,1341.6
9508,304.6,267.7,357.3,1466.9
9509,469.4,369.4,408.2,1684.5
9510,301.7,286.8,366.1,1678.7
9511,298.2,301.7,371.6,2242.3
9512,299.8,300,364.8,1535.2
9513,292.5,291,369,1449.9
9514,291.3,292.2,365.7,1452.1
9515,290.9,395,601.6,2243.2
9516,292.3,293.3,378.5,1491.6
9517,378.1,316.9,366.1,1538.7
9518,298.8,344.9,338.7,1839
9519,319.3,268.5,336.3,1324.3
9520,269.7,266.5,338.8,1315.2
9521,269.9,268.7,337.6,2611.8
9522,293.7,327.1,421.9,1418.5
9523,265.5,278.3,393.4,1964.4
9524,313.3,294.1,341.8,1800
9525,270.1,268.2,335.3,1504.2
9526,309.6,267.9,335.5,1422.8
9527,270.4,268.4,336.7,2320.1
9528,473.8,290.5,387.5,1973.5
9529,519.7,466.2,417.2,2683.1
9530,305,320.8,394.2,1857.3
9531,270.8,263,335.4,1780.2
9532,265.7,338.9,332.4,2147.8
9533,525.6,511.4,643.6,2378.5
9534,574.9,406.7,454.4,1535
9535,308.2,319,470.9,1716
9536,306.9,294,337.3,1425.5
9537,269.7,268.4,368,1525.3
9538,271.1,338.1,484.4,2839.9
9539,477.7,540.1,689.8,2466.9
9540,299.4,299.3,398,2017.9
9541,274.8,268.7,339.2,1397
9542,293.1,317.5,337.7,1351.9
9543,270.2,269.5,358,2019.3
9544,441.4,483,676.2,2437.1
9545,524.5,528.1,457,1874.8
9546,340.6,270,377.4,1499.5
9547,269.2,260.9,346.7,1281.2
9548,267.5,260.8,328.5,1334.4
9549,304.2,348,441.1,2063.9
9550,306.5,311.8,465.2,1412.9
9551,364.5,457.1,396.2,2065.1
9552,319.5,304.4,336,1474.6
9553,257.5,263.6,334.6,1415.4
9554,269,287.1,432.3,1361.3
9555,259.7,263.4,329.2,2064.4
9556,527,616,682.6,2416.4
9557,518.6,447.1,462.4,2568
9558,539.8,396.4,383.7,1455.2
9559,277.8,272.1,338,1332.8
9560,269.8,269,337.6,1776.6
9561,310.1,300.5,372.2,1508.4
9562,295.1,301.4,383.5,1674.1
9563,298.6,320.5,640.9,1669.1
9564,273.5,269.9,339.5,1366
9565,271,265.6,343.2,1638.8
9566,325.1,301,368.8,2260.5
9567,312.4,384.1,559.7,1916
9568,376,576.1,534.2,1911.2
9569,335.5,353.8,421.5,2320.3
9570,327.9,261.6,446.6,1292.3
9571,263.7,262.7,329.9,2011.9
9572,269,419.9,457.4,3837.2
9573,517.4,316.3,370.4,2013.6
9574,508.8,520.8,677.8,2634
9575,267.2,264.8,347.9,1446
9576,292.2,361.1,338.4,1758.6
9577,385.9,297.5,442.6,1596
9578,294.9,292.7,371.8,1778.3
9579,488.9,314.3,434.9,2167.9
9580,289.7,294.8,367.7,1579.2
9581,293.9,292.3,367.1,1524.7
9582,289.4,293.1,368.3,2030.3
9583,427.9,358.9,695.5,2512.7
9584,550.7,513.5,686.3,2843.1
9585,546.5,480.3,599,2107.8
9586,481.1,489.8,596.1,2517.8
9587,541.4,526.8,702.7,2398.6
9588,671.4,541.5,750.7,2248.7
9589,538.8,474.5,658.1,2375
9590,580.6,512.8,615.5,2595.9
9591,617.7,385.1,416.9,1808.7
9592,291.2,412.7,367.9,2212.4
9593,294,290.2,366.9,1595
9594,290.4,310,378.1,1560.5
9595,295.9,293.9,368.1,1507.3
9596,288.8,293.1,369.1,2011.6
9597,373.7,297.1,377,1619.2
9598,302.9,293.8,384.5,1947.4
9599,344.9,298.9,383.5,1801.1
9600,296.4,293.3,366.7,1506.9
9601,288.5,294.7,368.7,1532.6
9602,294.4,298.5,368.6,1886.5
9603,547.1,390.2,579.4,1944.4
9604,302.1,294.8,368.4,2193
9605,779.9,789.2,378.5,1708.1
9606,304.2,294.9,367.9,2045.8
9607,269,273.9,351.5,1647.5
9608,538.9,525.9,725,2962.1
9609,556.3,538,663.4,3035.1
9610,298.4,290.4,372.8,1489.6
9611,294.4,307.4,380.5,1490.4
9612,300.1,293.3,370.4,1888.4
9613,300,293.9,378.8,1523
9614,298.4,295.6,376.7,1516.5
9615,294.8,293.6,400.1,1491.2
9616,299.7,303.9,368.7,1415.2
9617,297.3,297.1,368,1424.9
9618,308,294.3,370,1469.5
9619,348.1,351.4,391.1,2025.3
9620,304.2,296.9,375.1,1568.9
9621,299.5,296.2,372.8,1759.7
9622,314.1,298.4,377.2,1508.7
9623,335.1,301.9,369.2,1461.8
9624,304.4,294.6,369.5,1470.3
9625,296.6,304.9,369,2055.3
9626,436.6,314.1,396.4,1606.1
9627,380.4,295.1,376.5,1561.5
9628,292.4,307.8,373.1,1810
9629,306.8,295.3,368.8,1760.2
9630,296.3,294.8,369.5,1470.7
9631,296.4,292.9,370.4,1897.1
9632,339.1,607.8,410.7,1642.9
9633,294.3,290.9,382.1,1716.2
9634,303.3,311.1,376.7,1717.9
9635,296.7,293.3,369.5,1441.8
9636,295.8,291.2,372.8,1463.9
9637,296.5,294.8,370.3,1853.6
9638,316.4,353,426.6,1519
9639,300.4,301.2,370.7,1610.7
9640,322.1,298.2,388.7,1735.7
9641,296.2,295.1,368.4,1494.9
9642,297.1,290.7,368.3,1761.5
9643,296.3,294.3,374.6,1575.9
9644,389.9,324.5,405.5,2361
9645,302.7,295.9,416.5,1570.3
9646,310.3,328.3,381.8,1786.9
9647,363.1,295.7,379.4,1449.6
9648,297.4,294.3,378.1,1512.9
9649,297,295.8,397.1,1502.4
9650,297.1,416.3,390.9,2209.2
9651,294.7,293.4,369,1498.4
9652,446.9,293.3,486.1,1931.8
9653,342.7,295.6,369.9,1456.6
9654,297.6,295.5,369.8,1687.4
9655,297,290,376.2,1571
9656,299.6,331.1,407.9,2633.2
9657,296,297.7,370.4,1599.7
9658,303.3,303.2,383,1949.3
9659,305.1,294.9,370.6,1449.3
9660,298,303.5,373.4,1445.5
9661,296.4,296.6,370.3,1490.8
9662,297.6,385.1,378,1745.6
9663,306.1,298.6,387.5,1548.7
9664,305.7,303.7,376.1,1845.6
9665,300.9,377.6,684.9,1510.4
9666,299.2,295.3,370.8,1462.6
9667,297.6,291.9,388.9,1467.1
9668,316,294.2,407.9,2838.3
9669,511.1,529.1,652.3,2975.9
9670,393.4,348.1,479.3,2742.1
9671,301.9,291.1,364.8,1859.4
9672,329.2,302.2,371.7,1682.4
9673,382,310.3,517.5,1587.1
9674,294.5,292.3,369.8,1650.9
9675,337.1,339.7,410.9,1896.3
9676,298.7,295.2,371.1,1442.5
9677,292.3,295.4,388.6,1469.2
9678,297.9,295.1,370.6,1566.3
9679,329.6,374.6,395.5,2187.3
9680,296.2,293,369.4,1531.1
9681,304.4,295.9,391.8,1997.2
9682,322.7,315.4,396.3,1666.5
9683,297,296.4,369.9,1613.8
9684,318.6,328.3,396.8,1464.7
9685,299.5,430.4,614.4,1821.8
9686,301,296.4,380.7,1578.4
9687,329.3,334.3,398.3,1793.2
9688,297.5,304.9,373,1452
9689,470,302.7,372.4,1473.4
9690,343.2,295.5,372.6,2015.8
9691,617.3,640.6,646.7,2593.1
9692,563.8,607,847.8,2153.5
9693,380,298.4,391.2,1557
9694,281,273.8,439.5,1678.3
9695,274.3,273.8,345.1,1557.6
9696,360.4,332.2,372.4,2227.8
9697,303.4,307.4,397.3,1984.1
9698,370,313.8,396.7,1774.4
9699,305,293,366.5,1481
9700,300.5,293.2,372.7,1463.9
9701,327.5,686.2,404.3,1614.4
9702,943.5,506.8,385.8,1541.1
9703,443.9,269.7,435.9,1350.8
9704,303.8,358,441.4,1684.8
9705,270,275.5,343,1370.4
9706,309.3,271.9,345.1,1375.9
9707,420.9,272.3,439,1407.3
9708,275.9,429.4,405.7,2538.8
9709,310.8,319.6,445,1995.1
9710,356.5,318.1,377.4,1966.8
9711,279.8,274.8,352.8,1550.3
9712,378.5,274,341.7,1348.9
9713,274.4,271.8,342.1,1364.4
9714,302.8,381.5,626.8,2443.2
9715,517.5,506.2,617.7,2475.7
9716,308.4,478.3,375.6,1966.3
9717,296.6,296.9,370.1,1492.5
9718,309.8,312.9,375,1450.3
9719,410.6,296.5,379.6,1880.7
9720,301.5,297.6,375.3,1505.4
9721,299.5,297,370.8,1651.4
9722,298.6,301.4,382.9,2279.2
9723,324.6,298.9,373.2,1632.5
9724,301.7,297.3,420.7,2381.5
9725,554,522.4,720.5,3007.3
9726,589.5,316.5,693.4,3506.6
9727,557.5,743.8,710.6,2138.2
9728,295.7,492.2,462.1,1960.6
9729,471,903.3,685.2,2743.6
9730,524.7,536.9,696.4,3300.2
9731,847.4,420.5,385.5,2014.7
9732,560.9,579.6,527.8,3263
9733,538.9,545.7,666,2902.7
9734,467.3,573.2,711.5,2652.8
